Group,Variable,Column,N,Mean,SD,Min,Max,Median,Skewness,Kurtosis
Total,Age (years),age,205,20.4,3.4208128835576095,-20.0,29.0,20.0,-7.827156512829112,93.40042155122218
Total,UCLA Loneliness,ucla_score,205,40.604878048780485,11.190199476474506,20.0,73.0,40.0,0.3830183792297136,-0.36196074128257694
Total,DASS-21 Depression,dass_depression,205,7.570731707317073,8.034919009024781,0.0,42.0,4.0,1.7212132271778597,3.3262941940666932
Total,DASS-21 Anxiety,dass_anxiety,205,5.541463414634146,5.947852455156551,0.0,28.0,4.0,1.3826038396634894,1.5911868036968926
Total,DASS-21 Stress,dass_stress,205,10.048780487804878,7.69374338218984,0.0,42.0,8.0,0.9048092259252051,0.7726047771193021
Total,WCST Perseverative Error Rate,pe_rate,205,10.656201844014015,6.037902993702114,0.0,48.4375,10.0,2.06604314380551,8.492088850278344
Total,Stroop Interference Effect,stroop_interference,205,138.6698051282174,102.29311816164196,-94.169444443658,474.18055555721116,122.32777775658496,0.645437148394508,0.3078183672909014
Total,PRP Delay Effect,prp_bottleneck,204,595.2017250554104,152.92777814435962,279.4812500008071,1017.8824358974357,595.2516498671185,0.11216503406654385,-0.42996477969187374
Male,Age (years),age,81,21.135802469135804,2.1198648920376573,18.0,29.0,21.0,0.6526816535779218,0.5150530440541581
Male,UCLA Loneliness,ucla_score,81,37.96296296296296,11.70410659175279,20.0,73.0,36.0,0.7724862269818761,0.19713910832897197
Male,DASS-21 Depression,dass_depression,81,6.1234567901234565,8.020883236977992,0.0,42.0,2.0,1.9470009411752345,4.376623000079549
Male,DASS-21 Anxiety,dass_anxiety,81,4.716049382716049,6.263454653586219,0.0,28.0,2.0,1.7487956799475561,2.7221933159708263
Male,DASS-21 Stress,dass_stress,81,8.987654320987655,8.319395752037064,0.0,42.0,8.0,1.2490415567506925,1.8988423649450796
Male,WCST Perseverative Error Rate,pe_rate,81,10.357726371261009,6.58547067491315,0.0,48.4375,9.45945945945946,2.7624554572866904,13.00022412826323
Male,Stroop Interference Effect,stroop_interference,81,131.22761806868016,96.55594767732359,-89.48055555423093,386.81388890080984,125.18333333337478,0.42470599724981384,0.01345079420268025
Male,PRP Delay Effect,prp_bottleneck,81,536.0152041638646,146.53360318693794,279.4812500008071,937.8946808510515,532.4565217391608,0.33888566199822523,-0.15600149196124313
Female,Age (years),age,124,19.919354838709676,3.9869640714724492,-20.0,29.0,20.0,-8.017849878229793,79.68710853477367
Female,UCLA Loneliness,ucla_score,124,42.33064516129032,10.535053199763459,20.0,70.0,42.0,0.19399352632312528,-0.4730621524383305
Female,DASS-21 Depression,dass_depression,124,8.516129032258064,7.9341639289535735,0.0,38.0,6.0,1.6727069501122218,3.0169732557189493
Female,DASS-21 Anxiety,dass_anxiety,124,6.080645161290323,5.693523312542436,0.0,26.0,4.0,1.1670908875889328,0.9520070103628622
Female,DASS-21 Stress,dass_stress,124,10.741935483870968,7.2064458135822065,0.0,30.0,10.0,0.6778094829686939,-0.17414050896624866
Female,WCST Perseverative Error Rate,pe_rate,124,10.85117372540913,5.670975773272652,0.0,32.03125,10.191496267445634,1.3703337831562412,3.1108822746854496
Female,Stroop Interference Effect,stroop_interference,124,143.53123377194737,105.97480217511016,-94.169444443658,474.18055555721116,121.85833333277452,0.7319743356779048,0.32810460420268184
Female,PRP Delay Effect,prp_bottleneck,123,634.1782144230136,144.83370738361717,314.4130434782696,1017.8824358974357,641.8291666656734,0.03179549580912549,-0.4105387052624887
